"","X","SBL","STORIES","GROSS_SQ_FT","OVER_COND","BUILD_AGE","CLASS","CLASSDSCRP","CURRENT_LAND_VALUE","STRUCTURE_VALUE","CrowdednessRate","DisabledRate","HSCompletedRate","BothParentsRate","UnemploymentRate","YoungUnemploymentRate","MalePopRate","PovertyRate","NonWhiteRate","ChildrenRate","ElderlyRate","VacancyRate","OwnerOccupiedRate","MedianIncome","FIRE"
"3021",3102,"10681000020480000000",2,8.52991196382401,"GOOD",117,"Commercial","DETACHED ROW BUILDING",10.3417424834673,11.0219024685004,0.0157733278062851,0.137537908682591,0.777192355506105,0.142470466281548,0.164424711575659,0.226523080518481,0.476600142916417,0.400475031877265,0.469202128946073,0.0688157029106132,0.0571829273451296,0.142952179358844,0.110562417526397,22908.1832128492,"NO"
"3022",3103,"10681000020490000000",2,8.81239690526686,"FAIR",117,"Commercial","DETACHED ROW BUILDING",10.3352699689617,12.4478416609675,0.0159864645223486,0.138216296810493,0.775386165784885,0.14382863801975,0.165876102003339,0.228975298147727,0.475716428906222,0.401967823112602,0.471488468680934,0.0691420161873258,0.0571718866703536,0.142884582333421,0.110883191933893,22825.9352460773,"NO"
"3023",3104,"10681000020500000000",2,7.49108759353488,"NORMAL",102,"Commercial","DISTRIBUTION FACILITY",9.78695373628018,11.4042260480469,0.0161614542524756,0.138773267742652,0.773903246005918,0.144943725604488,0.167067724094267,0.230988620437196,0.47499088110287,0.403193436138046,0.473365601727609,0.0694099262559592,0.0571628220439713,0.142829083752723,0.111146554474314,22758.4079341494,"NO"
"3024",3105,"10681000020510000000",1,8.47762041629641,"FAIR",77,"Commercial","RESTAURANT",10.2506170836313,12.4159283025174,0.01631696964281,0.139268254230468,0.772585358104193,0.145934716795065,0.168126732382735,0.232777883164146,0.474346078406377,0.404282652561846,0.475033831504584,0.0696480210222505,0.0571547662060141,0.142779761524304,0.111380607799862,22698.3956336271,"NO"
"3025",3106,"10681000020540000000",1,8.12148037475075,"GOOD",77,"Commercial","1 OCCUPANT SM STRUCTURE",9.70503661381229,11.7360690162844,0.0169356813441853,0.141237537986734,0.767342194298057,0.149877335234642,0.172339954100024,0.239896392680273,0.471780756912851,0.40861605612587,0.481670816316048,0.0705952714366566,0.0571227163799627,0.142583535029969,0.112311779505447,22459.6391190483,"NO"
"3026",3107,"10681000020560000000",1,7.78322401633604,"NORMAL",34,"Industrial","MANUFACTURING",9.58190392840867,10.8257603560878,0.0158557428131293,0.137800225580574,0.776493943984216,0.142995639678074,0.164985930469523,0.227471295994587,0.476258431279194,0.401052259499748,0.470086203301617,0.0689418806590102,0.0571786581731914,0.142926041162592,0.110686453522998,22876.3798386131,"NO"
"3027",3108,"10681000020580000000",2,9.59082949401417,"NORMAL",117,"Commercial","DISTRIBUTION FACILITY",10.7726866768764,12.281180118017,0.0164239052714911,0.139608617272026,0.771679150872875,0.146616143024032,0.168854928588027,0.234008217564946,0.473902698612412,0.405031620511568,0.476180941122494,0.0698117399536329,0.0571492268436741,0.142745846530473,0.111541547752227,22657.1299230685,"NO"
"3028",3109,"10681000020590000000",1,7.24422751560335,"NORMAL",87,"Commercial","1 OCCUPANT SM STRUCTURE",9.90348755253613,10.9716406337195,0.0169872624977797,0.141401714496855,0.766905078858015,0.150206025975167,0.172691204668009,0.240489853143197,0.471566889546706,0.408977326091067,0.48222413271883,0.0706742424162086,0.0571200444295268,0.142567175893846,0.112389410024899,22439.7343129443,"NO"
"3029",3110,"10681000020610010000",2,9.09851455679393,"NORMAL",117,"Community services","RELIGIOUS",9.99879773234045,12.8489786096534,0.0173834468519915,0.142662720893698,0.763547684029465,0.152730632729678,0.175389088870788,0.245048102307271,0.469924217786985,0.411752167246868,0.486474043518316,0.0712808024551963,0.0570995217214407,0.14244152469513,0.112985674262374,22286.8495439444,"NO"
"3030",3111,"10682000010010010000",1,8.1886891244442,"FAIR",8,"Commercial","MINI-MART : GAS & SNACKS",11.4273675766086,13.5387024820644,0.0210419144804799,0.154307176393068,0.732544641719173,0.176043497025944,0.200302041430246,0.287140140602239,0.454755366737512,0.43737575998791,0.52571880651461,0.0768819329485641,0.0569100097874546,0.141281229398011,0.118491730692006,20875.0724953842,"NO"
"3031",3112,"10682000010090010000",1,8.54869185847561,"FAIR",31,"Commercial","AUTO BODY OR TIRE SHOP",10.3703612887729,12.2075715216539,0.0205054454818169,0.152599661111785,0.737090854164568,0.172624954008754,0.196648865272765,0.280967864138742,0.456979691006507,0.433618377243043,0.519964047734338,0.0760605964841496,0.0569377993670776,0.141451372342929,0.117684335662354,21082.0921266852,"NO"
"3032",3113,"10682000010110000000",1,8.16194579946869,"NORMAL",37,"Commercial","AUTO BODY OR TIRE SHOP",10.2955296403122,11.7783619284747,0.0205336400271424,0.152689400904973,0.736851924434853,0.172804618194915,0.196840860786039,0.281292252927181,0.456862789915154,0.433815849414537,0.520266493556318,0.07610376246062,0.0569363388641144,0.141442430348174,0.117726768935881,21071.2120490059,"NO"
"3033",3114,"10682000010120000000",1,8.00369733909437,"NORMAL",52,"Commercial","AUTO BODY OR TIRE SHOP",11.1844213979982,11.7752897294377,0.0194610225031406,0.149275390369845,0.745941633530661,0.165969574313665,0.189536690788246,0.268951387165634,0.461310109696786,0.426303328492415,0.508760413746472,0.0744615801779002,0.0569919014225522,0.141782614598819,0.116112461194416,21485.1276431956,"NO"
"3034",3115,"10682000010130000000",3,8.77647578934632,"NORMAL",117,"Commercial","OFFICE BUILDING",11.1605270777988,11.7288429711927,0.0192088316650984,0.148472697743003,0.748078780559435,0.164362537876262,0.187819354727883,0.266049837257184,0.462355751109195,0.424537005544333,0.506055136380689,0.0740754748637227,0.0570049651361898,0.141862597770209,0.115732909664567,21582.4463222602,"NO"
"3035",3116,"10682000010140000000",1,7.78322401633604,"FAIR",31,"Commercial","1 OCCUPANT SM STRUCTURE",10.5105320340427,11.4647850896423,0.0191864921629174,0.148401593836821,0.748268092752856,0.164220183799179,0.187667230118742,0.265792812929847,0.462448375840507,0.424380541591648,0.505815498215867,0.0740412729847998,0.0570061223426196,0.141869682818364,0.115699288331236,21591.0669797753,"NO"
"3036",3117,"10682000010150000000",4,10.3859137017804,"NORMAL",87,"Commercial","APARTMENT",11.1079602319037,13.385957654327,0.0191893703746671,0.148410754833183,0.748243701852152,0.164238524636587,0.187686829787253,0.265825927832449,0.46243644211039,0.424400700339294,0.505846373092849,0.0740456795400122,0.0570059732486462,0.14186876998384,0.115703620089206,21589.9562980086,"YES"
"3037",3118,"10682000010170000000",1,8.526351129201,"NORMAL",37,"Commercial","1 OCCUPANT SM STRUCTURE",10.5050675395706,11.57307938779,0.0191826138600565,0.148389249672634,0.74830095875029,0.164195470078168,0.187640820161078,0.265748191604987,0.462464456179161,0.424353378291838,0.505773895257454,0.0740353352855709,0.0570063232422175,0.141870912835144,0.115693451419017,21592.5635897012,"NO"
"3038",3119,"10682000010180000000",1,10.0363562256106,"NORMAL",92,"Commercial","DETACHED ROW BUILDING",11.3265958867787,12.9468188048894,0.0193455841440139,0.148907964176074,0.746919895659965,0.165233966109851,0.188750593805436,0.267623225671125,0.461788743773347,0.425494808149656,0.507522094454173,0.0742848435277318,0.0569978812340241,0.141819226262172,0.115938724487127,21529.674497914,"NO"
"3039",3120,"10682000010190000000",2,9.09088093193886,"NORMAL",117,"Commercial","DETACHED ROW BUILDING",10.5400643816077,11.7408575330162,0.0193987402178842,0.149077153465022,0.74646943383425,0.165572692719596,0.189112569058754,0.268234806180827,0.461568346424294,0.425867108721065,0.50809230519066,0.0743662257173524,0.0569951277012926,0.141802367634793,0.116018725288564,21509.1619411,"NO"
"3040",3121,"10682000010200010000",1,8.50248556254396,"FAIR",108,"Community services","RELIGIOUS",11.1885794081469,12.247694320221,0.0359045315932875,0.212235607750501,0.658300122734518,0.216301884200369,0.306705435499861,0.442804849666474,0.395712952752679,0.527523372246037,0.696066302617441,0.0936962841182776,0.0633913226343615,0.154722786117641,0.193464645321282,17105.7041602124,"NO"
"3041",3122,"10682000010210000000",2,7.73892375743946,"NORMAL",107,"Commercial","CONVERTED RESIDENCE",8.74830491237962,11.3562716549249,0.0192565437376295,0.148624559440792,0.747674452968322,0.164666573659864,0.188144258135589,0.266598782495477,0.462157925846003,0.424871176798397,0.506566948748239,0.0741485222626594,0.0570024936076544,0.141847465726142,0.115804717150763,21564.034567455,"NO"
"3042",3123,"10682000010270000000",3,8.25192471380136,"NORMAL",117,"Commercial","APARTMENT",9.30565055178051,11.6235719850573,0.0184866277863295,0.146174011029934,0.754198970672851,0.159760435922737,0.182901385567812,0.257740611535136,0.465350175053004,0.419478751667362,0.498307980211645,0.0729697774574367,0.0570423759506882,0.142091647156234,0.114645980459772,21861.1397436499,"NO"
"3043",3124,"10682000010290000000",2,7.86326672400957,"FAIR",110,"Commercial","OFFICE BUILDING",10.3352699689617,12.2020646241326,0.0182459339961475,0.145407912101813,0.756238687985841,0.158226662158067,0.181262340594592,0.254971339462093,0.466348147051819,0.417792953054058,0.495726032874782,0.0726012741755558,0.0570548441068421,0.142167984000278,0.114283732183831,21954.0217924247,"NO"
"3044",3125,"10682000010370000000",2,8.15306194680105,"NORMAL",107,"Commercial","APARTMENT",9.89343721668263,11.5636185792857,0.0181526623684327,0.145111039905973,0.757029102037307,0.157632307083644,0.18062719170922,0.253898214502606,0.466734872744547,0.417139686592371,0.494725498417283,0.0724584748914808,0.0570596756615664,0.142197565410306,0.114143356786908,21990.0146606584,"NO"
"3045",3126,"10682000010390000000",2,7.90875473878325,"NORMAL",92,"Commercial","CONVERTED RESIDENCE",9.89343721668263,11.8740903141818,0.0183191514334544,0.145640954259644,0.755618219653963,0.158693225854508,0.181760927086911,0.255813733460876,0.466044570660414,0.418305761690244,0.496511443944687,0.0727133704033732,0.0570510513773295,0.142144762844099,0.114393925680777,21925.76769589,"NO"
"3046",3127,"10682000010450000000",2,7.99631723179675,"GOOD",107,"Commercial","BAR",8.7160440501614,11.8174646544884,0.0186557734798616,0.146712381107588,0.752765575157105,0.160838283535465,0.184053211705561,0.25968669599797,0.464648857973998,0.420663433562923,0.500122423669562,0.0732287402795994,0.0570336140506902,0.142038002031372,0.114900547625042,21795.8676045358,"NO"
"3047",3128,"10682000010480000000",2,8.26513562993738,"NORMAL",109,"Community services","BENEVOLENT ASSOCIATION",10.65490364122,11.6483301019764,0.0190370980337657,0.147926090575502,0.749534107100211,0.163268199139686,0.186649905591053,0.264073977602092,0.463067798375538,0.423334197954908,0.504212931844652,0.0738125498970771,0.0570138610937079,0.141917063668238,0.11547444760859,21648.7171284561,"NO"
"3048",3129,"10682000020010010000",2,8.88183630500415,"NORMAL",102,"Commercial","INN, LODGE, TOURIST HOME",10.1266311038503,11.6868787720937,0.0359182881678888,0.212830579484269,0.66086649205904,0.213564185956054,0.30706861603071,0.442167402430585,0.395789860855494,0.52689593730509,0.696780214626753,0.0934091086479204,0.0637668635691089,0.155660471547403,0.196214907442467,17202.4087511431,"NO"
"3049",3130,"10682000020020000000",2,8.18144069571937,"NORMAL",97,"Commercial","DINER OR LUNCHEONETTE",10.0647557001323,12.0610468734799,0.0359229641794939,0.213032816946165,0.661738829329912,0.212633612093555,0.307192065103331,0.441950727076509,0.395816002768849,0.526682665240619,0.697022881201627,0.0933114945345974,0.0638945140794965,0.155979201178761,0.197149751905441,17235.2797093981,"NO"
"3050",3131,"10682000020030010000",1,8.41183267575841,"NORMAL",37,"Rec and ent","AUDITORIUM",11.5129254649702,11.7035458245789,0.0359337986276809,0.213501406737528,0.663760058907865,0.21047744672248,0.307478100018133,0.441448684289738,0.395876574304952,0.526188507969969,0.697585146365682,0.0930853199348613,0.0641902838417794,0.156717706547938,0.199315812375908,17311.4426286028,"NO"
"3051",3132,"10682000020060000000",1,8.8997307948807,"NONE",40,"Community services","RELIGIOUS",11.0202671451597,12.8444996138899,0.0176979657017114,0.214393353644457,0.810637462060009,0.184448824443643,0.179627450184594,0.228220318216293,0.474022348634971,0.327938625204884,0.454921251170368,0.0515339454360416,0.084984106302285,0.118743967853548,0.189525238598826,34083.9832788297,"NO"
"3052",3133,"10682000020080000000",2,8.52198170814803,"NORMAL",92,"Commercial","APARTMENT",9.86266555801587,11.923709734556,0.0178571348389987,0.21448901855264,0.809820425889155,0.18419712475079,0.180789703937666,0.229942807818626,0.473363858896873,0.329534078382055,0.457131509361005,0.0518413013888898,0.0848705574975344,0.119233296563873,0.190087070697367,33956.5792201764,"NO"
"3053",3134,"10682000020190000000",2,8.66250492257629,"NORMAL",107,"Commercial","APARTMENT",10.315597203363,11.7344677349175,0.0108879848966677,0.150217118149367,0.928132798630684,0.110441199273573,0.0410142819606116,0.0190782290980529,0.51181302972761,0.179173948934391,0.183688932380456,0.0119615596523304,0.0815237465244046,0.0667668325829814,0.118399815386991,46680.9735358689,"NO"
"3054",3135,"10682000020200010000",5,12.2224675122159,"FAIR",23,"Community services","SCHOOL",12.8174673242179,16.5815717723032,0.0116820920912932,0.146312269670388,0.930076449055908,0.103002339201002,0.040329973035012,0.0177931988953174,0.509229217855527,0.181262294360526,0.181830974657943,0.0115678914603131,0.0803505393859245,0.0669441480564012,0.117768533494748,46566.5377412247,"NO"
"3055",3139,"10682000020220000000",3,8.47782846789396,"NORMAL",112,"Commercial","CONVERTED RESIDENCE",8.94897560784178,12.3575053492904,0.0121429293119034,0.0899626207307341,0.935560508966935,0.0194913365420701,0.043006622074994,0.0209253838251954,0.50529574885237,0.24725912229741,0.22295034124117,0.0240249744319951,0.0612693371614825,0.105891749317582,0.0987126642482876,37555.3427310626,"NO"
"3056",3140,"10682000020240000000",2,8.10681603894705,"NORMAL",87,"Commercial","APARTMENT",10.3797217315325,11.5559849544307,0.0108680737816215,0.0896865784765812,0.932967333656628,0.0218500592943049,0.0444771767086847,0.0234576462393814,0.50914923563126,0.251746379277061,0.23103959063495,0.0261920936520627,0.0609260976964725,0.11030783699,0.0974644287272123,36656.6139324764,"NO"
"3057",3141,"10682000020250000000",2,8.45148064805086,"FAIR",92,"Commercial","APARTMENT",9.90348755253613,11.7304532774988,0.0109296652095468,0.0896999147615148,0.933092616378025,0.0217361035566239,0.044406130572413,0.0233353063708499,0.508963064141577,0.251529588779409,0.230648778963218,0.0260873947555384,0.0609426804450805,0.110094484857835,0.0975247340765668,36700.0337464927,"NO"
"3058",3142,"10682000020260000000",2,8.10167774745457,"NORMAL",108,"Commercial","APARTMENT",9.75846178048587,11.3229748810118,0.0108641924036706,0.0896857380485536,0.93295943857108,0.0218572405742738,0.0444816539048809,0.0234653558717805,0.509160967814446,0.251760041013538,0.231064218864181,0.0261986915830109,0.0609250526823044,0.110321282047039,0.0974606283955559,36653.8776960482,"NO"
"3059",3143,"10682000020270000000",2,7.87169266432365,"NORMAL",97,"Commercial","APARTMENT",9.83627880284268,11.57402056433,0.010896520318009,0.0896927379557071,0.933025196570559,0.0217974278462657,0.0444443634330597,0.0234011425076276,0.509063250710403,0.25164625270121,0.230859090867124,0.0261437375565793,0.0609337565830672,0.110209298453138,0.0974922812770323,36676.6677510184,"NO"
"3060",3144,"10682000020300000000",2,7.86018505747217,"NORMAL",97,"Commercial","APARTMENT",9.74683374249075,11.3690550945505,0.0109698800337356,0.0897086224075623,0.933174417089335,0.0216616985604984,0.044359742495765,0.0232554271332678,0.508841507392874,0.251388039995064,0.23039360672255,0.0260190338186629,0.0609535078011316,0.109955181081736,0.0975641091828701,36728.3837985339,"YES"
"3061",3145,"10682000020330000000",2,7.87359778968554,"NORMAL",97,"Commercial","APARTMENT",9.88328484521861,11.4658338574364,0.0113097252017863,0.0897822084916506,0.933865693926736,0.0210329210158451,0.0439677287540166,0.0225803881776715,0.507814262477002,0.250191847511984,0.228237211543383,0.0254413330690202,0.0610450070109614,0.108777960587719,0.0978968581103763,36967.9628193192,"NO"
"3062",3146,"10682000020440000000",2,11.4791101164755,"NORMAL",102,"Commercial","APARTMENT",12.5769463088687,14.4226640253572,0.0291927313943553,0.146792542361333,0.781997241839175,0.135240850649615,0.165989124678847,0.228744543337349,0.433632758557103,0.375765407058158,0.420593297280473,0.0529193140815594,0.0601088122027239,0.103202746488492,0.124827205901766,30033.6042888367,"YES"
"3063",3147,"10682000030020010000",2,8.04366335239394,"GOOD",87,"Commercial","DETACHED ROW BUILDING",10.360912399575,11.7288429711927,0.0179391212258293,0.144431364537804,0.758838719000313,0.156271558216983,0.179173047270783,0.251441343794767,0.467620263600506,0.415644062788318,0.492434820356839,0.0721315424359056,0.0570707372860032,0.142265290700964,0.113821973710543,22072.418692801,"NO"
"3064",3148,"10682000030050010000",2,8.57319538153152,"FAIR",147,"Commercial","CONVERTED RESIDENCE",10.3481733737976,12.0822086583078,0.0176293489634592,0.14344539727216,0.761463829711156,0.154297595495775,0.177063600786531,0.247877298064563,0.468904650886199,0.413474444494682,0.489111861059652,0.0716572797005325,0.0570867837695309,0.142363536014496,0.113355761151038,22191.9576404438,"NO"
"3065",3149,"10682000030090000000",2,9.24377514806242,"NORMAL",49,"Commercial","DETACHED ROW BUILDING",10.3703612887729,11.9056430002559,0.0172385924692146,0.14220166709046,0.76477522709233,0.151807576709693,0.174402678511967,0.243381498459375,0.470524817485913,0.410737619603443,0.484920175478924,0.071059029739715,0.0571070253095585,0.142487465749191,0.112767665935762,22342.7478362774,"NO"
"3066",3150,"10682000030110000000",2,8.00168997809913,"NORMAL",97,"Commercial","INN, LODGE, TOURIST HOME",9.68034400122192,11.9316357998284,0.017076434269122,0.141685537350748,0.766149408320362,0.15077425552247,0.173298434889699,0.241515807721813,0.47119716280462,0.409601877511197,0.483180687590338,0.0708107648016257,0.0571154252510728,0.142538894767038,0.112523615067774,22405.3235505857,"NO"
"3067",3151,"10682000030120000000",2,7.71868549519847,"NORMAL",105,"Commercial","INN, LODGE, TOURIST HOME",9.58190392840867,11.556942350387,0.0170132641036317,0.141484474431615,0.766684732809281,0.15037171608651,0.172868266989953,0.240789011342856,0.471459080888473,0.409159439103022,0.482503054650853,0.0707140509924222,0.0571186975228128,0.142558929397211,0.112428542886965,22429.7004752573,"NO"
"3068",3152,"10682000030130000000",1,7.87739718635329,"NORMAL",62,"Commercial","AUTO BODY OR TIRE SHOP",11.0759696897707,11.3229748810118,0.0168806026280856,0.141062229162462,0.767808949218159,0.149526356966024,0.171964886290064,0.239262691452674,0.472009125980274,0.408230289533583,0.481079981196273,0.0705109456730831,0.0571255695073017,0.142601003429788,0.112228885094532,22480.8936100401,"NO"
"3069",3153,"10682000030140000000",2,8.22603842948548,"NORMAL",97,"Commercial","APARTMENT",9.95702831946416,11.5346869567517,0.0164704979160514,0.139756915967348,0.771284309677779,0.146913045473402,0.169172209062101,0.234544283365782,0.473709514755916,0.405357951388366,0.476680745269701,0.0698830735032813,0.0571468133025206,0.142731069516746,0.111611670480157,22639.1501476812,"NO"
"3070",3154,"10682000030210000000",2,8.04012466444838,"NORMAL",117,"Commercial","APARTMENT",10.0858091093301,11.5711943730942,0.0164971807604878,0.139841844201294,0.771058190592133,0.147083076643431,0.169353910393123,0.234851279470132,0.473598881525304,0.405544835736798,0.476966974918918,0.0699239250588502,0.0571454311070314,0.142722606963006,0.111651828617959,22628.8534247931,"NO"
"3071",3155,"10682000030290000000",2,8.43468076984177,"FAIR",78,"Community services","RELIGIOUS",10.3481733737976,11.8436670268825,0.0172341124501049,0.142187407736967,0.764813192228587,0.151779028670416,0.174372171065987,0.243329954164037,0.470543392678992,0.410706241934758,0.484872117847689,0.0710521708101865,0.0571072573786027,0.1424888866023,0.112760923430285,22344.4766442917,"NO"
"3072",3156,"10682000030300000000",1,7.15148546390474,"NORMAL",44,"Commercial","OFFICE BUILDING",9.98044859367226,10.8277464540595,0.0169584468764247,0.141309997894542,0.767149271787621,0.150022404104351,0.172494979832726,0.240158318642762,0.471686365762602,0.408775503956458,0.481915024549644,0.0706301255695266,0.0571215371047905,0.14257631486495,0.112346042021311,22450.8540595158,"NO"
"3073",3157,"10682000030310010000",1,8.86799089818209,"FAIR",31,"Community services","RELIGIOUS",10.3481733737976,12.4799093111599,0.0162588351250547,0.139083219162861,0.773078008879512,0.145564266032346,0.167730855575838,0.232109023795662,0.474587117532648,0.403875483397479,0.474410216482425,0.0695590168125152,0.0571577776266442,0.142798199081883,0.111293114355127,22720.8293370873,"NO"
"3074",3158,"10682000030440000000",2,9.6368491670127,"NORMAL",97,"Commercial","APARTMENT",10.797532675463,12.9833311687088,0.0102086075059991,0.0895437853891007,0.931625917611198,0.0230701960640754,0.0452378755991424,0.0247675528315524,0.511142594497321,0.254067579270191,0.235224054712317,0.0273131163930251,0.0607485443610081,0.112592222021068,0.096818732638024,36191.7131499798,"YES"
"3075",3159,"10683000010010000000",3,10.4401271111951,"FAIR",48,"Community services","HEALTH FACILITY",12.109010932687,14.81830920678,0.0102071003663807,0.153565218935314,0.926466271094128,0.116819437351081,0.04160102310152,0.0201800415383832,0.514028445410506,0.17738335680253,0.185281985156892,0.0122990991984079,0.0825296794725252,0.0666147984953304,0.118941090012871,46779.0932391176,"NO"
"3076",3160,"10683000010100000000",2,8.15450017515194,"NORMAL",117,"Commercial","APARTMENT",10.0858091093301,11.6262541502772,0.013638738052966,0.175065945525598,0.834748617379386,0.184087975761734,0.0912812892888103,0.196778071416668,0.524587232006598,0.296657113868236,0.439341993710237,0.060150692220734,0.0883233142617353,0.119696361844728,0.199929940902376,38062.4559595397,"NO"
"3077",3161,"10683000010140000000",2,7.93773177526011,"GOOD",117,"Commercial","APARTMENT",10.0858091093301,11.5521461781235,0.0130358027345394,0.176334280618008,0.837698801603318,0.185341138818312,0.0894738869353312,0.189701288942886,0.525588638476923,0.290197663618648,0.429166357566828,0.0582589819213225,0.0887338365964545,0.117249000538182,0.196708331192468,38512.822414718,"NO"
"3078",3162,"10683000010250000000",4,11.1818068719907,"NORMAL",117,"Commercial","APARTMENT",11.610052175701,13.9241855745899,0.0119523235516263,0.17861348806794,0.843000304259903,0.187593082008738,0.0862259716693077,0.176984259009468,0.527388173238069,0.278589984213244,0.410880664894102,0.0548595646590148,0.0894715482384757,0.112851074346647,0.190919074949751,39322.1342330096,"NO"
"3079",3163,"10683000010260000000",2,10.5426800054981,"FAIR",37,"Industrial","MANUFACTURING",11.5199010787067,13.4214303947227,0.00850632536550018,0.161928408086882,0.922303467789932,0.132751577661741,0.0430666382242845,0.0229322483676133,0.519562311201874,0.172910653724139,0.189261256555677,0.0131422360244642,0.0850423898288677,0.0662350339918696,0.120293134759604,47024.1855138811,"NO"
"3080",3164,"10683000010280000000",3,9.7997368515422,"NORMAL",50,"Commercial","OFFICE BUILDING",11.5815182564358,13.6098384875621,0.00968687242000343,0.156123326101301,0.925192965328819,0.121692712552632,0.0420493210510433,0.0210218782928244,0.515721127649297,0.176015259825551,0.186499152734494,0.0125569953571045,0.0832982597655353,0.0664986372702182,0.119354649397057,46854.0613276109,"NO"
"3081",3165,"10683000010290000000",4,10.6187875377372,"NORMAL",110,"Commercial","OFFICE BUILDING",11.7158663089669,14.2564071579037,0.00921277752309218,0.158454584084638,0.924032574446813,0.126133832873808,0.0424578645974729,0.021789062201517,0.517263705315667,0.174768483677168,0.187608383680747,0.0127920216635967,0.0839986834880978,0.0663927770517734,0.119731534943052,46922.3813562317,"NO"
"3082",3166,"10683000010300000000",2,10.0982316293286,"NORMAL",57,"Commercial","DISTRIBUTION FACILITY",11.6969123010832,12.8098420149389,0.00863560509109692,0.161292703306374,0.922619891813451,0.131540539913382,0.0429552335288937,0.0227230469485637,0.51914166964104,0.173250633925136,0.188958783204268,0.0130781473017015,0.0848513930743271,0.0662639007442462,0.12019036280343,47005.5554999104,"NO"
"3083",3167,"10683000010310010000",2,9.57844969354058,"FAIR",67,"Commercial","OFFICE BUILDING",11.5617156291397,13.2085410736454,0.00783978934707519,0.165205953203394,0.920672059556375,0.138995404953509,0.0436410147690745,0.0240108419387132,0.521731040674713,0.171157795350795,0.190820738387787,0.0134726624845992,0.0860271244089884,0.0660862037703854,0.120823002920738,47120.2375071682,"NO"
"3084",3168,"10683000010330010000",4,11.5117647916495,"NORMAL",137,"Industrial","MANUFACTURING",11.4917018285186,13.4242441692559,0.00615399170581244,0.173495494464201,0.916545914717922,0.15478724369883,0.0450937233964216,0.0267388122925703,0.527216174154052,0.166724479776592,0.194764967538934,0.0143083744817132,0.0885177073430659,0.065709783547935,0.122163141295152,47363.1714510903,"YES"
"3085",3169,"10683000010330010000",4,11.5117647916495,"NORMAL",137,"Industrial","MANUFACTURING",11.4917018285186,13.4242441692559,0.00615399170581244,0.173495494464201,0.916545914717922,0.15478724369883,0.0450937233964216,0.0267388122925703,0.527216174154052,0.166724479776592,0.194764967538934,0.0143083744817132,0.0885177073430659,0.065709783547935,0.122163141295152,47363.1714510903,"YES"
"3086",3170,"10683000010330010000",4,11.5117647916495,"NORMAL",137,"Industrial","MANUFACTURING",11.4917018285186,13.4242441692559,0.00615399170581244,0.173495494464201,0.916545914717922,0.15478724369883,0.0450937233964216,0.0267388122925703,0.527216174154052,0.166724479776592,0.194764967538934,0.0143083744817132,0.0885177073430659,0.065709783547935,0.122163141295152,47363.1714510903,"YES"
"3087",3171,"10683000010400000000",2,9.5468126085974,"POOR",157,"Commercial","DISTRIBUTION FACILITY",9.95227771670556,11.3385720778255,0.00643678068751853,0.172104941485257,0.917238066770266,0.152138196216054,0.0448500346028275,0.0262812010469443,0.526296054637227,0.167468159068889,0.194103331457611,0.0141681855652746,0.0880999173340262,0.0657729272425249,0.121938335922924,47322.4197968335,"NO"
"3088",3172,"10683000010450020000",2,9.3943272080892,"NORMAL",92,"Commercial","APARTMENT",10.6525423650344,13.228883220782,0.00697905664435567,0.16943841804916,0.918565337069829,0.147058384584913,0.0443827371398235,0.0254036860370448,0.524531634084556,0.168894237968348,0.192834578563094,0.013899359395524,0.0872987635000183,0.0658940115478448,0.121507249295744,47244.2744526569,"NO"
"3089",3173,"10683000010460020000",4,10.5202934998394,"NORMAL",117,"Commercial","OFFICE BUILDING",11.4435753868354,13.8397152466611,0.0107012826268761,0.151135185734136,0.927675827646758,0.112190147110352,0.0411751695970828,0.0193803521076733,0.512420508849443,0.178682958758497,0.184125756182479,0.01205411484575,0.0817995788517937,0.0667251440029249,0.118548235855862,46707.8784962446,"NO"
"3090",3174,"10683000010460030000",2,11.3383220465702,"NORMAL",77,"Community services","CULTURAL FACILITY",13.1007310772772,15.3756321678424,0.00998149935623754,0.154674562569619,0.92591409186409,0.118932772122563,0.0417954310931741,0.0205451107806262,0.514762490602776,0.176790070605336,0.185809819612793,0.0124109379304851,0.0828629804643052,0.0665644242509107,0.1191204333478,46811.6037503471,"NO"
"3091",3175,"10684000010050000000",1,8.82893352896109,"FAIR",77,"Commercial","1 OCCUPANT SM STRUCTURE",9.5468126085974,10.3481733737976,0.00866410774188461,0.173290032765871,0.844192657716239,0.217134636073567,0.119541551578117,0.0233189359638366,0.498790822237278,0.236303007737044,0.408387817312767,0.0502462155408049,0.0840535831877919,0.134865520624677,0.163378410069777,40652.9551034982,"NO"
"3092",3176,"10684000010060000000",1,8.74623928838306,"GOOD",102,"Industrial","MANUFACTURING",9.10497985631836,10.2646524017477,0.00798619164743239,0.175673849231359,0.848675329663061,0.216766935098012,0.114131378468405,0.0243657111329696,0.502581658636991,0.229592604973811,0.392799659926078,0.0476729925457101,0.0851142597535934,0.129346969131304,0.160536338238132,41247.3797296737,"NO"
"3093",3177,"10684000010070000000",1,8.28399930424853,"FAIR",107,"Industrial","MANUFACTURING",8.51719319141624,9.93788897925346,0.00750084437100463,0.177380518889295,0.851884654000268,0.216503683246514,0.110258018910652,0.0251151393904318,0.505295670204265,0.224788358944661,0.381639473888203,0.0458307191692096,0.0858736405775557,0.125396017149113,0.15850158521458,41672.9521208839,"NO"
